PASSENGERS,ORIGIN_CITY_MARKET_ID,ORIGIN,DEST_CITY_MARKET_ID,DEST,YEAR,QUARTER
0.00,30181,EZE,30194,AFW,2024,1
0.00,30181,EZE,32467,MIA,2024,1
0.00,30181,EZE,32467,MIA,2024,1
0.00,30181,EZE,32467,MIA,2024,1
0.00,30181,EZE,32467,MIA,2024,1
0.00,30181,EZE,32467,MIA,2024,1
0.00,30185,AEX,33180,MBJ,2024,1
0.00,30185,AEX,33306,MID,2024,1
0.00,30194,AFW,30411,AUA,2024,1
0.00,30194,AFW,31915,GIG,2024,1
0.00,30194,AFW,34561,RMS,2024,1
0.00,30194,AFW,34832,SJD,2024,1
0.00,30194,AFW,34886,SLW,2024,1
0.00,30194,AFW,36083,YMX,2024,1
0.00,30194,AFW,36115,YLW,2024,1
0.00,30194,AFW,36242,YXE,2024,1
0.00,30194,DFW,30716,BOM,2024,1
0.00,30194,DFW,30716,BOM,2024,1
0.00,30194,DFW,30752,BRU,2024,1
0.00,30194,DFW,30752,BRU,2024,1
0.00,30194,DFW,31760,FRA,2024,1
0.00,30194,DFW,31760,FRA,2024,1
0.00,30194,DFW,31760,FRA,2024,1
0.00,30194,DFW,31760,FRA,2024,1
0.00,30194,DFW,31760,FRA,2024,1
0.00,30194,DFW,31760,FRA,2024,1
0.00,30194,DFW,31760,FRA,2024,1
0.00,30194,DFW,31874,GDL,2024,1
0.00,30194,DFW,31874,GDL,2024,1
0.00,30194,DFW,31874,GDL,2024,1
0.00,30194,DFW,31945,ICN,2024,1
0.00,30194,DFW,31945,ICN,2024,1
0.00,30194,DFW,31945,ICN,2024,1
0.00,30194,DFW,31945,ICN,2024,1
0.00,30194,DFW,31945,ICN,2024,1
0.00,30194,DFW,31945,ICN,2024,1
0.00,30194,DFW,31945,ICN,2024,1
0.00,30194,DFW,31945,ICN,2024,1
0.00,30194,DFW,31945,ICN,2024,1
0.00,30194,DFW,32126,HKG,2024,1
0.00,30194,DFW,32126,HKG,2024,1
0.00,30194,DFW,32126,HKG,2024,1
0.00,30194,DFW,32126,HKG,2024,1
0.00,30194,DFW,32126,HKG,2024,1
0.00,30194,DFW,32126,HKG,2024,1
0.00,30194,DFW,32169,NRT,2024,1
0.00,30194,DFW,32169,NRT,2024,1
0.00,30194,DFW,32169,NRT,2024,1
0.00,30194,DFW,32169,NRT,2024,1
0.00,30194,DFW,32169,NRT,2024,1
0.00,30194,DFW,34408,SIN,2024,1
0.00,30194,DFW,34408,SIN,2024,1
0.00,30194,DFW,34807,SHJ,2024,1
0.00,30194,DFW,34807,SHJ,2024,1
0.00,30194,DFW,35092,SYD,2024,1
0.00,30194,DFW,35092,SYD,2024,1
0.00,30194,DFW,35092,SYD,2024,1
0.00,30194,DFW,35306,TPE,2024,1
0.00,30194,DFW,35306,TPE,2024,1
0.00,30194,DFW,35306,TPE,2024,1
0.00,30194,DFW,35306,TPE,2024,1
0.00,30194,DFW,35306,TPE,2024,1
0.00,30194,DFW,35306,TPE,2024,1
0.00,30194,DFW,35455,UIO,2024,1
0.00,30194,DFW,35917,XMN,2024,1
0.00,30194,DFW,35917,XMN,2024,1
0.00,30194,DFW,36106,YYZ,2024,1
0.00,30194,DFW,36106,YYZ,2024,1
0.00,30194,DFW,36106,YYZ,2024,1
0.00,30194,T8X,36083,YMX,2024,1
0.00,30244,AKL,32575,LAX,2024,1
0.00,30255,HSV,30966,VCP,2024,1
0.00,30255,HSV,30966,VCP,2024,1
0.00,30255,HSV,30966,VCP,2024,1
0.00,30257,ALB,36106,YYZ,2024,1
0.00,30292,AMS,30397,ATL,2024,1
0.00,30292,AMS,30397,ATL,2024,1
0.00,30292,AMS,30721,BOS,2024,1
0.00,30292,AMS,30977,ORD,2024,1
0.00,30292,AMS,30977,ORD,2024,1
0.00,30292,AMS,30977,ORD,2024,1
0.00,30292,AMS,30977,ORD,2024,1
0.00,30292,AMS,30977,ORD,2024,1
0.00,30292,AMS,31703,EWR,2024,1
0.00,30292,AMS,31703,JFK,2024,1
0.00,30292,AMS,32131,HIF,2024,1
0.00,30292,AMS,32467,MIA,2024,1
0.00,30292,AMS,32467,MIA,2024,1
0.00,30292,AMS,32467,MIA,2024,1
0.00,30292,AMS,32467,MIA,2024,1
0.00,30292,AMS,32467,MIA,2024,1
0.00,30292,AMS,32467,MIA,2024,1
0.00,30299,ANC,30877,CAN,2024,1
0.00,30299,ANC,30877,CAN,2024,1
0.00,30299,ANC,30877,CAN,2024,1
0.00,30299,ANC,30877,CAN,2024,1
0.00,30299,ANC,30877,CAN,2024,1
0.00,30299,ANC,30877,CAN,2024,1
0.00,30299,ANC,30877,CAN,2024,1
0.00,30299,ANC,30877,CAN,2024,1
0.00,30299,ANC,30971,CGO,2024,1
0.00,30299,ANC,30971,CGO,2024,1
0.00,30299,ANC,30971,CGO,2024,1
0.00,30299,ANC,30971,CGO,2024,1
0.00,30299,ANC,30971,CGO,2024,1
0.00,30299,ANC,31172,CTU,2024,1
0.00,30299,ANC,31172,CTU,2024,1
0.00,30299,ANC,31172,CTU,2024,1
0.00,30299,ANC,31351,DNA,2024,1
0.00,30299,ANC,31351,DNA,2024,1
0.00,30299,ANC,31874,GDL,2024,1
0.00,30299,ANC,31874,GDL,2024,1
0.00,30299,ANC,31874,GDL,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,31945,ICN,2024,1
0.00,30299,ANC,32067,HAN,2024,1
0.00,30299,ANC,32067,HAN,2024,1
0.00,30299,ANC,32067,HAN,2024,1
0.00,30299,ANC,32109,HFE,2024,1
0.00,30299,ANC,32109,HFE,2024,1
0.00,30299,ANC,32109,HFE,2024,1
0.00,30299,ANC,32115,HGH,2024,1
0.00,30299,ANC,32115,HGH,2024,1
0.00,30299,ANC,32115,HGH,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32126,HKG,2024,1
0.00,30299,ANC,32169,NRT,2024,1
0.00,30299,ANC,32169,NRT,2024,1
0.00,30299,ANC,32169,NRT,2024,1
0.00,30299,ANC,32169,NRT,2024,1
0.00,30299,ANC,32169,NRT,2024,1
0.00,30299,ANC,32169,NRT,2024,1
0.00,30299,ANC,32169,NRT,2024,1
0.00,30299,ANC,32169,NRT,2024,1
0.00,30299,ANC,32169,NRT,2024,1
0.00,30299,ANC,32169,NRT,2024,1
0.00,30299,ANC,32169,NRT,2024,1
0.00,30299,ANC,32169,NRT,2024,1
0.00,30299,ANC,32400,KIX,2024,1
0.00,30299,ANC,32400,KIX,2024,1
0.00,30299,ANC,32400,KIX,2024,1
0.00,30299,ANC,32400,KIX,2024,1
0.00,30299,ANC,32400,KIX,2024,1
0.00,30299,ANC,32400,KIX,2024,1
0.00,30299,ANC,33252,NLU,2024,1
0.00,30299,ANC,33252,NLU,2024,1
0.00,30299,ANC,33252,NLU,2024,1
0.00,30299,ANC,33252,NLU,2024,1
0.00,30299,ANC,33252,NLU,2024,1
0.00,30299,ANC,33252,NLU,2024,1
0.00,30299,ANC,33252,NLU,2024,1
0.00,30299,ANC,33252,NLU,2024,1
0.00,30299,ANC,33252,NLU,2024,1
0.00,30299,ANC,33252,NLU,2024,1
0.00,30299,ANC,33252,NLU,2024,1
0.00,30299,ANC,33252,NLU,2024,1
0.00,30299,ANC,33252,NLU,2024,1
0.00,30299,ANC,33658,NGB,2024,1
0.00,30299,ANC,33658,NGB,2024,1
0.00,30299,ANC,33658,NGB,2024,1
0.00,30299,ANC,33658,NGB,2024,1
0.00,30299,ANC,33664,NGO,2024,1
0.00,30299,ANC,33664,NGO,2024,1
0.00,30299,ANC,33664,NGO,2024,1
0.00,30299,ANC,33692,NKG,2024,1
0.00,30299,ANC,33692,NKG,2024,1
0.00,30299,ANC,33692,NKG,2024,1
0.00,30299,ANC,33954,OSN,2024,1
0.00,30299,ANC,34309,PVG,2024,1
0.00,30299,ANC,34309,PVG,2024,1
0.00,30299,ANC,34309,PVG,2024,1
0.00,30299,ANC,34309,PVG,2024,1
0.00,30299,ANC,34309,PVG,2024,1
0.00,30299,ANC,34309,PVG,2024,1
0.00,30299,ANC,34309,PVG,2024,1
0.00,30299,ANC,34309,PVG,2024,1
0.00,30299,ANC,34309,PVG,2024,1
0.00,30299,ANC,34309,PVG,2024,1
0.00,30299,ANC,34408,SIN,2024,1
0.00,30299,ANC,34664,RZE,2024,1
0.00,30299,ANC,34789,SGN,2024,1
0.00,30299,ANC,34789,SGN,2024,1
0.00,30299,ANC,34789,SGN,2024,1
0.00,30299,ANC,35113,SZX,2024,1
0.00,30299,ANC,35113,SZX,2024,1
0.00,30299,ANC,35113,SZX,2024,1
0.00,30299,ANC,35127,TAO,2024,1
0.00,30299,ANC,35306,TPE,2024,1
0.00,30299,ANC,35306,TPE,2024,1
0.00,30299,ANC,35306,TPE,2024,1
0.00,30299,ANC,35306,TPE,2024,1
0.00,30299,ANC,35306,TPE,2024,1
0.00,30299,ANC,35306,TPE,2024,1
0.00,30299,ANC,35306,TPE,2024,1
0.00,30299,ANC,35306,TPE,2024,1
0.00,30299,ANC,35917,XMN,2024,1
0.00,30299,ANC,35917,XMN,2024,1
0.00,30299,ANC,35917,XMN,2024,1
0.00,30299,ANC,36106,YYZ,2024,1
0.00,30299,ANC,36141,YOC,2024,1
0.00,30299,ANC,36141,YOC,2024,1
0.00,30299,ANC,36273,YZF,2024,1
0.00,30312,ANU,32467,MIA,2024,1
0.00,30312,ANU,32467,MIA,2024,1
0.00,30312,ANU,32467,OPF,2024,1
0.00,30327,APC,34832,CSL,2024,1
0.00,30397,ATL,30181,EZE,2024,1
0.00,30397,ATL,30292,AMS,2024,1
0.00,30397,ATL,30411,AUA,2024,1
0.00,30397,ATL,30608,BHX,2024,1
0.00,30397,ATL,30711,BOG,2024,1
0.00,30397,ATL,30711,BOG,2024,1
0.00,30397,ATL,30711,BOG,2024,1
0.00,30397,ATL,30966,VCP,2024,1
0.00,30397,ATL,31760,FRA,2024,1
0.00,30397,ATL,31760,FRA,2024,1
0.00,30397,ATL,31760,FRA,2024,1
0.00,30397,ATL,31945,ICN,2024,1
0.00,30397,ATL,31945,ICN,2024,1
0.00,30397,ATL,31945,ICN,2024,1
0.00,30397,ATL,31945,ICN,2024,1
0.00,30397,ATL,31945,ICN,2024,1
0.00,30397,ATL,31945,ICN,2024,1
0.00,30397,ATL,31945,ICN,2024,1
0.00,30397,ATL,31945,ICN,2024,1
0.00,30397,ATL,31945,ICN,2024,1
0.00,30397,ATL,31945,ICN,2024,1
0.00,30397,ATL,32126,HKG,2024,1
0.00,30397,ATL,32126,HKG,2024,1
0.00,30397,ATL,32126,HKG,2024,1
0.00,30397,ATL,32169,NRT,2024,1
0.00,30397,ATL,32395,IST,2024,1
0.00,30397,ATL,32395,IST,2024,1
0.00,30397,ATL,32395,IST,2024,1
0.00,30397,ATL,32957,LGG,2024,1
0.00,30397,ATL,32957,LGG,2024,1
0.00,30397,ATL,32986,LIM,2024,1
0.00,30397,ATL,34664,RZE,2024,1
0.00,30397,ATL,34677,SAL,2024,1
0.00,30397,ATL,34677,SAL,2024,1
0.00,30397,ATL,34677,SAL,2024,1
0.00,30397,ATL,34717,SCL,2024,1
0.00,30397,ATL,35306,TPE,2024,1
0.00,30397,ATL,35306,TPE,2024,1
0.00,30397,ATL,35306,TPE,2024,1
0.00,30397,ATL,35306,TPE,2024,1
0.00,30397,ATL,35306,TPE,2024,1
0.00,30397,ATL,35306,TPE,2024,1
0.00,30397,ATL,36106,YYZ,2024,1
0.00,30397,ATL,36106,YYZ,2024,1
0.00,30397,ATL,36106,YYZ,2024,1
0.00,30411,AUA,30194,AFW,2024,1
0.00,30411,AUA,30397,ATL,2024,1
0.00,30411,AUA,30994,CHS,2024,1
0.00,30411,AUA,32467,MIA,2024,1
0.00,30411,AUA,33667,ORF,2024,1
0.00,30423,AUS,33252,MEX,2024,1
0.00,30428,AVB,31454,MCO,2024,1
0.00,30435,AVV,32016,GUM,2024,1
0.00,30436,TUS,31187,CUU,2024,1
0.00,30436,TUS,31215,YVR,2024,1
0.00,30444,AXA,32467,FLL,2024,1
0.00,30444,AXA,35167,TEB,2024,1
0.00,30466,PHX,34832,SJD,2024,1
0.00,30466,PHX,36106,YYZ,2024,1
0.00,30466,PHX,36106,YYZ,2024,1
0.00,30476,SHV,34440,QRO,2024,1
0.00,30480,BAH,33667,NGU,2024,1
0.00,30480,BAH,33667,NGU,2024,1
0.00,30480,BAH,33667,NGU,2024,1
0.00,30486,BAQ,32467,MIA,2024,1
0.00,30486,BAQ,32467,MIA,2024,1
0.00,30517,BCN,30721,BOS,2024,1
0.00,30517,BCN,30852,IAD,2024,1
0.00,30519,BCT,30444,AXA,2024,1
0.00,30521,BDA,31703,EWR,2024,1
0.00,30521,BDA,31703,JFK,2024,1
0.00,30521,BDA,31703,JFK,2024,1
0.00,30521,BDA,31703,JFK,2024,1
0.00,30521,BDA,32337,IND,2024,1
0.00,30540,BED,32990,LIR,2024,1
0.00,30540,BED,33605,NAS,2024,1
0.00,30540,BED,36083,YHU,2024,1
0.00,30549,BER,31703,EWR,2024,1
0.00,30559,BFI,31215,YVR,2024,1
0.00,30559,BFI,34918,SNN,2024,1
0.00,30559,BFI,36096,YKA,2024,1
0.00,30559,SEA,31215,YVR,2024,1
0.00,30559,SEA,31760,FRA,2024,1
0.00,30559,SEA,31760,FRA,2024,1
0.00,30559,SEA,31760,FRA,2024,1
0.00,30559,SEA,31945,ICN,2024,1
0.00,30559,SEA,31945,ICN,2024,1
0.00,30559,SEA,31945,ICN,2024,1
0.00,30559,SEA,31945,ICN,2024,1
0.00,30559,SEA,31945,ICN,2024,1
0.00,30559,SEA,31945,ICN,2024,1
0.00,30559,SEA,32109,HFE,2024,1
0.00,30559,SEA,33252,MEX,2024,1
0.00,30559,SEA,33658,NGB,2024,1
0.00,30559,SEA,35306,TPE,2024,1
0.00,30559,SEA,35306,TPE,2024,1
0.00,30559,SEA,35306,TPE,2024,1
0.00,30559,SEA,35306,TPE,2024,1
0.00,30559,SEA,35306,TPE,2024,1
0.00,30559,SEA,35306,TPE,2024,1
0.00,30559,SEA,35455,UIO,2024,1
0.00,30559,SEA,35917,XMN,2024,1
0.00,30562,BFM,36106,YYZ,2024,1
0.00,30568,BFS,30562,BFM,2024,1
0.00,30568,BFS,30562,BFM,2024,1
0.00,30568,BFS,30562,BFM,2024,1
0.00,30575,BGI,31454,MCO,2024,1
0.00,30575,BGI,31454,MCO,2024,1
0.00,30575,BGI,32467,MIA,2024,1
0.00,30575,BGI,32467,MIA,2024,1
0.00,30581,BGR,32651,KEF,2024,1
0.00,30581,BGR,34664,RZE,2024,1
0.00,30581,BGR,36078,YHM,2024,1
0.00,30615,BIF,34561,RMS,2024,1
0.00,30615,ELP,31187,CUU,2024,1
0.00,30615,ELP,31187,CUU,2024,1
0.00,30615,ELP,31187,CUU,2024,1
0.00,30615,ELP,32164,HMO,2024,1
0.00,30615,ELP,32164,HMO,2024,1
0.00,30621,BIM,32467,FLL,2024,1
0.00,30621,BIM,32467,OPF,2024,1
0.00,30638,BJX,31295,YIP,2024,1
0.00,30638,BJX,33038,LRD,2024,1
0.00,30638,BJX,33038,LRD,2024,1
0.00,30647,CLE,32164,HMO,2024,1
0.00,30647,CLE,34886,SLW,2024,1
0.00,30676,BLV,32496,JIB,2024,1
0.00,30696,BNE,32457,SFO,2024,1
0.00,30711,BOG,31714,RSW,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32467,MIA,2024,1
0.00,30711,BOG,32575,LAX,2024,1
0.00,30711,BOG,32575,LAX,2024,1
0.00,30711,BOG,34819,SJU,2024,1
0.00,30711,BOG,34819,SJU,2024,1
0.00,30711,BOG,34819,SJU,2024,1
0.00,30721,PVD,30517,BCN,2024,1
0.00,30730,LHR,30423,AUS,2024,1
0.00,30730,LHR,30581,BGR,2024,1
0.00,30730,STN,32337,IND,2024,1
0.00,30730,STN,32337,IND,2024,1
0.00,30730,STN,32337,IND,2024,1
0.00,30730,STN,33044,SDF,2024,1
0.00,30730,STN,33044,SDF,2024,1
0.00,30730,STN,33044,SDF,2024,1
0.00,30730,STN,33244,MEM,2024,1
0.00,30732,BQN,32105,SDQ,2024,1
0.00,30752,BRU,30581,BGR,2024,1
0.00,30752,BRU,30581,BGR,2024,1
0.00,30752,BRU,30852,IAD,2024,1
0.00,30752,BRU,30977,ORD,2024,1
0.00,30752,BRU,30977,ORD,2024,1
0.00,30752,BRU,30977,ORD,2024,1
0.00,30752,BRU,30977,ORD,2024,1
0.00,30752,BRU,31871,GSP,2024,1
0.00,30752,BRU,32467,MIA,2024,1
0.00,30752,BRU,32467,MIA,2024,1
0.00,30752,BRU,32467,MIA,2024,1
0.00,30752,BRU,33105,CVG,2024,1
0.00,30782,BTS,33038,LRD,2024,1
0.00,30785,BTV,36131,YQB,2024,1
0.00,30785,BTV,36131,YQB,2024,1
0.00,30846,BZE,30423,AUS,2024,1
0.00,30846,BZE,33214,SAT,2024,1
0.00,30849,BZN,34312,PVR,2024,1
0.00,30852,BWI,34664,RZE,2024,1
0.00,30852,IAD,30411,AUA,2024,1
0.00,30852,IAD,30521,BDA,2024,1
0.00,30852,IAD,31369,XJD,2024,1
0.00,30852,IAD,31460,DYU,2024,1
0.00,30852,IAD,31868,GCM,2024,1
0.00,30852,IAD,32125,HHN,2024,1
0.00,30852,IAD,34664,RZE,2024,1
0.00,30852,IAD,36106,YYZ,2024,1
0.00,30852,IAD,36131,YQB,2024,1
0.00,30852,IAD,36131,YQB,2024,1
0.00,30852,IAD,36131,YQB,2024,1
0.00,30863,YYC,30194,DFW,2024,1
0.00,30863,YYC,30325,DEN,2024,1
0.00,30863,YYC,30713,BOI,2024,1
0.00,30863,YYC,30852,BWI,2024,1
0.00,30863,YYC,31638,FAT,2024,1
0.00,30863,YYC,31775,FSD,2024,1
0.00,30863,YYC,31775,FSD,2024,1
0.00,30863,YYC,31775,FSD,2024,1
0.00,30863,YYC,31775,FSD,2024,1
0.00,30863,YYC,31895,GTF,2024,1
0.00,30863,YYC,31895,GTF,2024,1
0.00,30863,YYC,31895,GTF,2024,1
0.00,30863,YYC,32575,LAX,2024,1
0.00,30863,YYC,32575,LAX,2024,1
0.00,30863,YYC,32575,LAX,2024,1
0.00,30863,YYC,32575,LAX,2024,1
0.00,30863,YYC,32575,LAX,2024,1
0.00,30863,YYC,33044,SDF,2024,1
0.00,30863,YYC,33105,CVG,2024,1
0.00,30863,YYC,33105,CVG,2024,1
0.00,30863,YYC,33105,CVG,2024,1
0.00,30863,YYC,33214,SAT,2024,1
0.00,30863,YYC,33244,MEM,2024,1
0.00,30863,YYC,33244,MEM,2024,1
0.00,30863,YYC,33244,MEM,2024,1
0.00,30868,CAE,34886,SLW,2024,1
0.00,30877,CAN,30299,ANC,2024,1
0.00,30877,CAN,30299,ANC,2024,1
0.00,30877,CAN,30299,ANC,2024,1
0.00,30877,CAN,30299,ANC,2024,1
0.00,30877,CAN,30299,ANC,2024,1
0.00,30877,CAN,30299,ANC,2024,1
0.00,30877,CAN,30299,ANC,2024,1
0.00,30877,CAN,30299,ANC,2024,1
0.00,30877,CAN,30977,ORD,2024,1
0.00,30877,CAN,31703,JFK,2024,1
0.00,30877,CAN,31703,JFK,2024,1
0.00,30877,CAN,31703,JFK,2024,1
0.00,30877,CAN,31703,JFK,2024,1
0.00,30877,CAN,32134,HNL,2024,1
0.00,30877,CAN,32467,MIA,2024,1
0.00,30877,CAN,32575,LAX,2024,1
0.00,30877,CAN,32575,LAX,2024,1
0.00,30877,CAN,32575,LAX,2024,1
0.00,30877,CAN,32575,LAX,2024,1
0.00,30877,CAN,33105,CVG,2024,1
0.00,30877,CAN,33105,CVG,2024,1
0.00,30877,CAN,33105,CVG,2024,1
0.00,30877,CAN,33105,CVG,2024,1
0.00,30920,CDG,30977,ORD,2024,1
0.00,30920,CDG,30977,ORD,2024,1
0.00,30920,CDG,30977,ORD,2024,1
0.00,30920,CDG,31703,EWR,2024,1
0.00,30920,CDG,31703,EWR,2024,1
0.00,30920,CDG,31703,EWR,2024,1
0.00,30920,CDG,31703,EWR,2024,1
0.00,30920,CDG,31703,EWR,2024,1
0.00,30920,CDG,32337,IND,2024,1
0.00,30920,CDG,33244,MEM,2024,1
0.00,30920,CDG,33244,MEM,2024,1
0.00,30920,CDG,33244,MEM,2024,1
0.00,30920,CDG,34100,PHL,2024,1
0.00,30920,CDG,34100,PHL,2024,1
0.00,30966,GRU,30852,IAD,2024,1
0.00,30966,GRU,31703,EWR,2024,1
0.00,30966,VCP,32467,MIA,2024,1
0.00,30966,VCP,32467,MIA,2024,1
0.00,30966,VCP,32467,MIA,2024,1
0.00,30966,VCP,32467,MIA,2024,1
0.00,30966,VCP,32467,MIA,2024,1
0.00,30966,VCP,32467,MIA,2024,1
0.00,30966,VCP,32467,MIA,2024,1
0.00,30966,VCP,32467,MIA,2024,1
0.00,30966,VCP,32575,LAX,2024,1
0.00,30966,VCP,32575,LAX,2024,1
0.00,30966,VCP,32575,LAX,2024,1
0.00,30966,VCP,33244,MEM,2024,1
0.00,30966,VCP,33244,MEM,2024,1
0.00,30966,VCP,33244,MEM,2024,1
0.00,30966,VCP,34819,SJU,2024,1
0.00,30966,VCP,34819,SJU,2024,1
0.00,30966,VCP,34819,SJU,2024,1
0.00,30970,CGN,31703,EWR,2024,1
0.00,30970,CGN,31703,EWR,2024,1
0.00,30970,CGN,31703,EWR,2024,1
0.00,30970,CGN,32337,IND,2024,1
0.00,30970,CGN,33044,SDF,2024,1
0.00,30970,CGN,33044,SDF,2024,1
0.00,30970,CGN,33044,SDF,2024,1
0.00,30970,CGN,33244,MEM,2024,1
0.00,30970,CGN,33244,MEM,2024,1
0.00,30970,CGN,33244,MEM,2024,1
0.00,30970,CGN,34100,PHL,2024,1
0.00,30970,CGN,34100,PHL,2024,1
0.00,30970,CGN,34100,PHL,2024,1
0.00,30971,CGO,30299,ANC,2024,1
0.00,30971,CGO,30299,ANC,2024,1
0.00,30971,CGO,30299,ANC,2024,1
0.00,30971,CGO,30299,ANC,2024,1
0.00,30971,CGO,30977,ORD,2024,1
0.00,30971,CGO,30977,ORD,2024,1
0.00,30971,CGO,31703,JFK,2024,1
0.00,30971,CGO,32575,LAX,2024,1
0.00,30971,CGO,33105,CVG,2024,1
0.00,30977,MDW,33180,MBJ,2024,1
0.00,30977,ORD,30244,AKL,2024,1
0.00,30977,ORD,30244,AKL,2024,1
0.00,30977,ORD,30244,AKL,2024,1
0.00,30977,ORD,30292,AMS,2024,1
0.00,30977,ORD,30292,AMS,2024,1
0.00,30977,ORD,30292,AMS,2024,1
0.00,30977,ORD,30292,AMS,2024,1
0.00,30977,ORD,30292,AMS,2024,1
0.00,30977,ORD,30292,AMS,2024,1
0.00,30977,ORD,30711,BOG,2024,1
0.00,30977,ORD,30730,LHR,2024,1
0.00,30977,ORD,30752,BRU,2024,1
0.00,30977,ORD,30752,BRU,2024,1
0.00,30977,ORD,30752,BRU,2024,1
0.00,30977,ORD,30920,CDG,2024,1
0.00,30977,ORD,30920,CDG,2024,1
0.00,30977,ORD,30920,CDG,2024,1
0.00,30977,ORD,30966,GRU,2024,1
0.00,30977,ORD,30966,GRU,2024,1
0.00,30977,ORD,30966,VCP,2024,1
0.00,30977,ORD,30966,VCP,2024,1
0.00,30977,ORD,30966,VCP,2024,1
0.00,30977,ORD,30971,CGO,2024,1
0.00,30977,ORD,31435,DUB,2024,1
0.00,30977,ORD,31435,DUB,2024,1
0.00,30977,ORD,31435,DUB,2024,1
0.00,30977,ORD,31455,DWC,2024,1
0.00,30977,ORD,31455,DXB,2024,1
0.00,30977,ORD,31455,DXB,2024,1
